,Unnamed: 0,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,icon,summary
171,171,2019-10-08 03:00:00,0.0,22.68,23,1,14.47,330,2.2,3.43,1011.19,0,276.8,0.0,0.0,16.09,clear-night,Clear
172,172,2019-10-08 04:00:00,0.0,21.29,21,1,14.24,311,1.91,3.23,1011.03,0,277.3,0.0,0.0,16.09,clear-night,Clear
173,173,2019-10-08 05:00:00,0.0,21.02,21,1,13.99,299,1.68,3.02,1010.81,0,277.6,0.0,0.0,16.09,clear-night,Clear
174,174,2019-10-08 06:00:00,0.0,21.78,22,1,15.1,312,1.35,2.64,1011.47,0,277.0,0.0,0.0,16.09,clear-night,Clear
175,175,2019-10-08 07:00:00,0.0,22.53,22,1,16.55,294,1.35,2.58,1012.55,0,275.9,0.0,0.0,16.09,clear-day,Clear
176,176,2019-10-08 08:00:00,0.0,23.61,23,1,17.03,276,1.85,3.02,1013.21,1,275.1,0.0,0.0,16.09,clear-day,Clear
177,177,2019-10-08 09:00:00,0.0,25.59,25,1,17.27,221,2.3,3.39,1013.52,3,274.7,0.0,0.0,16.09,clear-day,Clear
178,178,2019-10-08 10:00:00,0.0,28.42,28,1,17.18,65,2.78,3.75,1013.31,5,274.6,0.0,0.0,16.09,clear-day,Clear
179,179,2019-10-08 11:00:00,0.0,30.27,30,0,16.65,345,3.16,3.89,1013.0,7,275.4,0.0,0.0,16.09,clear-day,Clear
180,180,2019-10-08 12:00:00,0.0,31.58,32,0,16.19,303,3.33,3.85,1012.45,8,276.4,0.0,0.0,16.09,clear-day,Clear
181,181,2019-10-08 13:00:00,0.0,32.48,32,0,15.59,304,3.35,3.84,1011.3,8,276.6,0.0,0.0,16.09,clear-day,Clear
182,182,2019-10-08 14:00:00,0.0,33.23,33,0,14.78,314,3.3,3.74,1010.15,6,276.8,0.0,0.0,16.09,clear-day,Clear
183,183,2019-10-08 15:00:00,0.0,33.78,34,0,13.91,320,3.27,3.68,1009.41,4,277.1,0.0,0.0,16.09,clear-day,Clear
184,184,2019-10-08 16:00:00,0.0,33.77,34,0,13.32,323,3.29,3.65,1009.25,2,277.6,0.0,0.0,16.09,clear-day,Clear
185,185,2019-10-08 17:00:00,0.0,33.07,33,0,13.28,328,3.22,3.52,1009.43,0,278.1,0.0,0.0,16.09,clear-day,Clear
186,186,2019-10-08 18:00:00,0.0,31.77,32,0,13.95,339,2.93,3.13,1009.79,0,277.7,0.0,0.0,16.09,clear-day,Clear
187,187,2019-10-08 19:00:00,0.0,29.72,30,0,14.41,357,2.3,2.39,1010.56,0,277.3,0.0,0.0,16.09,clear-night,Clear
188,188,2019-10-08 20:00:00,0.0,27.81,28,0,13.98,10,1.62,1.65,1010.91,0,277.3,0.0,0.0,16.09,clear-night,Clear
189,189,2019-10-08 21:00:00,0.0,26.54,27,0,13.57,18,1.29,1.46,1011.18,0,277.1,0.0,0.0,16.09,clear-night,Clear
190,190,2019-10-08 22:00:00,0.0,25.86,26,0,13.11,31,1.3,1.83,1011.36,0,276.5,0.0,0.0,16.09,clear-night,Clear
191,191,2019-10-08 23:00:00,0.0,25.39,25,0,12.68,36,1.37,2.27,1011.38,0,275.9,0.0,0.0,16.09,clear-night,Clear
192,192,2019-10-09 00:00:00,0.0,24.86,25,0,12.32,34,1.3,2.38,1011.17,0,275.3,0.0,0.0,16.09,clear-night,Clear
193,193,2019-10-09 01:00:00,0.0,24.29,24,0,12.33,19,1.1,2.27,1010.51,0,275.3,0.0,0.0,16.09,clear-night,Clear
194,194,2019-10-09 02:00:00,0.0,23.69,24,0,12.49,42,0.92,2.18,1010.28,0,275.7,0.0,0.0,16.09,clear-night,Clear
195,195,2019-10-09 03:00:00,0.0,22.63,23,1,12.51,106,0.88,2.05,1010.24,0,276.3,0.0,0.0,16.09,clear-night,Clear
196,196,2019-10-09 04:00:00,0.0,21.52,22,1,12.39,147,0.94,1.92,1010.36,0,277.0,0.0,0.0,16.09,clear-night,Clear
197,197,2019-10-09 05:00:00,0.0,20.96,21,1,13.9,121,1.16,1.56,1011.31,0,277.2,0.0,0.0,16.09,clear-night,Clear
198,198,2019-10-09 06:00:00,0.0,22.07,22,1,15.64,98,1.42,1.42,1012.28,0,276.9,0.0,0.0,16.09,clear-night,Clear
199,199,2019-10-09 07:00:00,0.0,23.43,23,1,16.06,120,1.56,1.99,1012.31,0,276.5,0.0,0.0,16.09,clear-day,Clear
200,200,2019-10-09 08:00:00,0.0,24.46,24,1,16.47,139,1.63,2.69,1012.51,1,276.1,0.0,0.0,16.09,clear-day,Clear
201,201,2019-10-09 09:00:00,0.0,26.33,26,1,16.71,150,1.53,2.67,1012.68,3,276.0,0.0,0.0,16.09,clear-day,Clear
202,202,2019-10-09 10:00:00,0.0,28.81,28,0,16.76,154,1.31,1.93,1012.69,5,276.2,0.0,0.0,16.09,clear-day,Clear
203,203,2019-10-09 11:00:00,0.0,30.58,30,0,16.47,139,1.16,1.28,1012.68,7,276.5,0.0,0.0,16.09,clear-day,Clear
204,204,2019-10-09 12:00:00,0.0,31.85,32,0,16.19,99,1.25,1.25,1012.35,8,276.9,0.0,0.0,16.09,clear-day,Clear
205,205,2019-10-09 13:00:00,0.0,32.7,33,0,15.69,48,1.54,1.71,1011.32,8,277.1,0.0,0.0,16.09,clear-day,Clear
206,206,2019-10-09 14:00:00,0.0,33.39,33,0,14.96,2,1.87,2.37,1010.3,6,277.3,0.0,0.0,16.09,clear-day,Clear
207,207,2019-10-09 15:00:00,0.0,33.94,34,0,14.15,343,2.14,2.65,1009.56,4,277.6,0.0,0.0,16.09,clear-day,Clear
208,208,2019-10-09 16:00:00,0.0,33.95,34,0,13.64,350,2.37,2.62,1009.11,2,278.1,0.0,0.0,16.09,clear-day,Clear
209,209,2019-10-09 17:00:00,0.0,33.26,33,0,13.59,4,2.57,2.69,1009.1,0,278.5,0.0,0.0,16.09,clear-day,Clear
210,210,2019-10-09 18:00:00,0.0,32.13,32,0,14.2,19,2.2,2.41,1009.63,0,279.3,0.0,0.0,16.09,clear-day,Clear
211,211,2019-10-09 19:00:00,0.0,30.3,30,0,14.42,33,1.93,2.14,1010.13,0,279.8,0.0,0.0,16.09,clear-night,Clear
212,212,2019-10-09 20:00:00,0.0,28.46,28,0,13.64,38,2.19,2.43,1010.28,0,279.6,0.0,0.0,16.09,clear-night,Clear
213,213,2019-10-09 21:00:00,0.0,27.06,27,0,13.29,46,2.25,3.13,1010.62,0,279.2,0.0,0.0,16.09,clear-night,Clear
214,214,2019-10-09 22:00:00,0.0,26.14,26,0,13.36,56,2.22,4.34,1010.73,0,278.6,0.0,0.0,16.09,clear-night,Clear
215,215,2019-10-09 23:00:00,0.0,25.41,25,0,13.61,63,2.22,5.46,1010.62,0,278.0,0.0,0.0,16.09,clear-night,Clear
216,216,2019-10-10 00:00:00,0.0,24.67,25,1,14.57,65,2.13,5.22,1010.68,0,277.8,0.0,0.0,16.09,clear-night,Clear
217,217,2019-10-10 01:00:00,0.0,23.92,24,1,14.66,61,2.05,4.31,1010.9,0,277.8,0.0,0.0,16.09,clear-night,Clear
218,218,2019-10-10 02:00:00,0.0,23.14,23,1,14.96,58,2.07,3.86,1010.85,0,277.8,0.01,0.01,16.09,clear-night,Clear
219,219,2019-10-10 03:00:00,0.0,22.09,22,1,15.31,62,2.0,3.6,1010.88,0,278.1,0.01,0.01,16.09,clear-night,Clear
220,220,2019-10-10 04:00:00,0.0,20.91,21,1,15.62,73,1.87,3.59,1010.92,0,278.7,0.01,0.01,16.09,clear-night,Clear
221,221,2019-10-10 05:00:00,0.0,21.13,21,1,16.73,73,1.76,3.26,1011.23,0,279.2,0.01,0.01,16.09,clear-night,Clear
222,222,2019-10-10 06:00:00,0.0,22.07,22,1,17.86,65,1.67,2.81,1011.66,0,279.8,0.0,0.0,16.09,clear-night,Clear
223,223,2019-10-10 07:00:00,0.0,22.56,22,1,18.27,65,1.58,2.64,1012.26,0,280.5,0.0,0.0,16.09,clear-day,Clear
224,224,2019-10-10 08:00:00,0.0,23.6,23,1,18.47,61,1.5,2.48,1012.6,1,281.2,0.0,0.0,16.09,clear-day,Clear
225,225,2019-10-10 09:00:00,0.0,25.63,25,1,18.16,48,1.42,2.42,1012.66,3,281.4,0.0,0.0,16.09,clear-day,Clear
226,226,2019-10-10 10:00:00,0.0,28.74,28,1,17.53,25,1.31,2.46,1012.73,5,281.3,0.0,0.0,16.09,clear-day,Clear
227,227,2019-10-10 11:00:00,0.0,30.88,31,0,16.95,2,1.31,2.56,1012.64,7,281.4,0.0,0.0,16.09,clear-day,Clear
228,228,2019-10-10 12:00:00,0.0,32.23,32,0,16.18,351,1.56,2.75,1012.25,8,281.9,0.0,0.0,16.09,clear-day,Clear
229,229,2019-10-10 13:00:00,0.0,33.14,33,0,15.06,351,2.02,3.02,1011.46,8,282.2,0.0,0.0,16.09,clear-day,Clear
230,230,2019-10-10 14:00:00,0.0,33.83,34,0,13.87,355,2.49,3.3,1010.55,6,282.6,0.0,0.0,16.09,clear-day,Clear
231,231,2019-10-10 15:00:00,0.0,34.32,34,0,12.87,356,2.82,3.47,1009.88,4,283.0,0.01,0.01,16.09,clear-day,Clear
232,232,2019-10-10 16:00:00,0.0,34.29,34,0,12.54,357,3.05,3.52,1009.41,2,283.5,0.0,0.0,16.09,clear-day,Clear
233,233,2019-10-10 17:00:00,0.0,33.54,34,0,12.33,358,3.17,3.61,1008.73,0,284.0,0.0,0.0,16.09,clear-day,Clear
234,234,2019-10-10 18:00:00,0.0,31.9,32,0,13.72,2,3.1,3.75,1009.54,0,284.1,0.0,0.0,16.09,clear-day,Clear
235,235,2019-10-10 19:00:00,0.0,29.58,30,0,15.13,6,2.78,3.95,1011.04,0,284.4,0.0,0.0,16.09,clear-night,Clear
236,236,2019-10-10 20:00:00,0.0,27.78,28,0,14.66,8,2.41,4.12,1011.25,0,284.9,0.0,0.0,16.09,clear-night,Clear
237,237,2019-10-10 21:00:00,0.0,26.48,26,0,14.5,12,2.18,4.01,1011.4,0,284.5,0.0,0.0,16.09,clear-night,Clear
238,238,2019-10-10 22:00:00,0.0,25.7,26,1,14.35,17,2.05,3.63,1011.31,0,283.3,0.0,0.0,16.09,clear-night,Clear
239,239,2019-10-10 23:00:00,0.0,25.1,25,1,14.18,28,1.89,3.08,1011.11,0,281.4,0.0,0.0,16.09,clear-night,Clear
240,240,2019-10-11 00:00:00,0.0,24.47,24,1,14.1,37,1.67,2.6,1010.78,0,279.9,0.0,0.0,16.09,clear-night,Clear
241,241,2019-10-11 01:00:00,0.0,23.84,24,1,14.24,37,1.43,2.29,1010.37,0,279.3,0.0,0.0,16.09,clear-night,Clear
242,242,2019-10-11 02:00:00,0.0,23.15,23,1,14.52,40,1.22,2.06,1010.0,0,278.8,0.0,0.0,16.09,clear-night,Clear
243,243,2019-10-11 03:00:00,0.0,22.08,22,1,14.81,58,1.06,1.99,1010.06,0,279.0,0.0,0.0,16.09,clear-night,Clear
244,244,2019-10-11 04:00:00,0.0,20.98,21,1,15.07,86,0.98,2.15,1010.12,0,279.9,0.0,0.0,16.09,clear-night,Clear
245,245,2019-10-11 05:00:00,0.0,20.84,21,1,15.85,115,0.73,1.76,1010.21,0,280.8,0.0,0.0,16.09,clear-night,Clear
246,246,2019-10-11 06:00:00,0.0,21.67,21,1,17.02,178,0.6,1.24,1010.9,0,281.4,0.0,0.0,16.09,clear-night,Clear
247,247,2019-10-11 07:00:00,0.0,22.28,22,1,17.78,194,0.81,1.28,1011.85,0,282.0,0.0,0.0,16.09,clear-day,Clear
248,248,2019-10-11 08:00:00,0.0,23.53,23,1,18.0,172,0.96,1.38,1012.27,1,282.4,0.0,0.0,16.09,clear-day,Clear
249,249,2019-10-11 09:00:00,0.0,25.6,25,1,17.83,146,0.97,1.66,1012.45,3,282.2,0.0,0.0,16.09,clear-day,Clear
250,250,2019-10-11 10:00:00,0.0,28.73,28,1,17.39,126,0.84,2.11,1012.26,5,281.3,0.0,0.0,16.09,clear-day,Clear
251,251,2019-10-11 11:00:00,0.0,31.01,31,0,16.88,134,0.78,2.73,1012.15,7,281.9,0.0,0.0,16.09,clear-day,Clear
252,252,2019-10-11 12:00:00,0.0,32.42,32,0,15.99,103,0.94,3.18,1011.76,8,282.6,0.0,0.0,16.09,clear-day,Clear
253,253,2019-10-11 13:00:00,0.0,33.45,33,0,14.61,47,1.33,3.26,1010.69,7,281.8,0.0,0.0,16.09,clear-day,Clear
254,254,2019-10-11 14:00:00,0.0,34.01,34,0,12.99,17,1.79,3.27,1009.7,6,281.1,0.0,0.0,16.09,clear-day,Clear
255,255,2019-10-11 15:00:00,0.0,34.38,34,0,11.46,7,2.17,3.25,1008.99,4,280.9,0.0,0.0,16.09,clear-day,Clear
256,256,2019-10-11 16:00:00,0.0,34.58,35,0,10.28,6,2.51,3.18,1008.42,2,281.6,0.0,0.0,16.09,clear-day,Clear
257,257,2019-10-11 17:00:00,0.0,33.5,34,0,11.81,20,2.66,3.15,1008.52,0,281.5,0.0,0.0,16.09,clear-day,Clear
258,258,2019-10-11 18:00:00,0.0,31.9,32,0,13.83,35,2.61,3.22,1009.16,0,280.8,0.0,0.0,16.09,clear-night,Clear
259,259,2019-10-11 19:00:00,0.0,30.01,30,0,13.46,39,2.48,3.35,1009.72,0,280.1,0.0,0.0,16.09,clear-night,Clear
260,260,2019-10-11 20:00:00,0.0,27.95,28,0,13.25,46,2.32,3.52,1010.32,0,279.3,0.0,0.0,16.09,clear-night,Clear
261,261,2019-10-11 21:00:00,0.0,26.59,27,0,13.3,55,2.21,3.65,1010.46,0,278.9,0.0,0.0,16.09,clear-night,Clear
262,262,2019-10-11 22:00:00,0.0,25.76,26,0,13.52,65,2.13,3.74,1010.28,0,279.0,0.0,0.0,16.09,clear-night,Clear
263,263,2019-10-11 23:00:00,0.0,25.2,25,0,13.57,77,2.09,3.8,1009.95,0,279.1,0.0,0.0,16.09,clear-night,Clear
264,264,2019-10-12 00:00:00,0.0,24.61,25,1,13.64,92,2.07,3.86,1010.1,0,279.3,0.0,0.0,16.09,clear-night,Clear
265,265,2019-10-12 01:00:00,0.0,23.94,24,1,14.03,108,2.05,3.94,1010.15,0,279.2,0.0,0.0,16.09,clear-night,Clear
266,266,2019-10-12 02:00:00,0.0,23.18,23,1,14.49,124,2.03,3.99,1010.13,0,279.1,0.0,0.0,16.09,clear-night,Clear
267,267,2019-10-12 03:00:00,0.0,22.14,22,1,14.9,134,2.0,3.93,1010.27,0,278.8,0.0,0.0,16.09,clear-night,Clear
268,268,2019-10-12 04:00:00,0.0,21.14,21,1,15.26,139,1.95,3.74,1010.44,0,278.4,0.01,0.01,16.09,clear-night,Clear
269,269,2019-10-12 05:00:00,0.0,21.12,21,1,15.43,141,1.91,3.61,1010.85,0,278.1,0.01,0.01,16.09,clear-night,Clear
270,270,2019-10-12 06:00:00,0.0,22.27,22,1,16.4,157,1.87,3.37,1011.43,0,277.5,0.01,0.01,16.09,clear-night,Clear
271,271,2019-10-12 07:00:00,0.0,23.32,23,1,17.58,171,2.01,3.42,1012.13,0,277.1,0.01,0.01,16.09,clear-day,Clear
272,272,2019-10-12 08:00:00,0.0,24.87,25,1,17.76,173,2.25,3.78,1012.72,1,277.3,0.01,0.01,16.09,clear-day,Clear
273,273,2019-10-12 09:00:00,0.0,27.66,27,1,17.46,184,2.21,3.63,1013.03,3,277.0,0.01,0.01,16.09,clear-day,Clear
274,274,2019-10-12 10:00:00,0.0,29.88,30,0,16.76,205,1.87,3.01,1012.87,5,276.1,0.0,0.0,16.09,clear-day,Clear
275,275,2019-10-12 11:00:00,0.0,32.08,32,0,15.88,211,1.56,2.47,1012.71,7,276.1,0.0,0.0,16.09,clear-day,Clear
276,276,2019-10-12 12:00:00,0.0,33.84,34,0,14.96,163,1.63,2.33,1012.53,8,276.6,0.0,0.0,16.09,clear-day,Clear
277,277,2019-10-12 13:00:00,0.0,34.85,35,0,14.02,79,2.13,2.46,1011.55,7,276.5,0.03,0.01,16.09,clear-day,Clear
278,278,2019-10-12 14:00:00,0.01,34.8,35,0,13.24,1,2.61,2.7,1010.48,6,276.6,0.08,0.01,16.09,clear-day,Clear
279,279,2019-10-12 15:00:00,0.01,34.47,34,0,12.65,317,2.83,2.87,1009.89,4,276.8,0.08,0.01,16.09,clear-day,Clear
280,280,2019-10-12 16:00:00,0.01,34.77,35,0,12.49,313,2.84,3.01,1009.78,2,277.1,0.03,0.01,16.09,clear-day,Clear
281,281,2019-10-12 17:00:00,0.01,34.32,34,0,12.3,322,2.68,3.08,1009.83,0,277.4,0.0,0.0,16.09,clear-day,Clear
282,282,2019-10-12 18:00:00,0.0,32.79,33,0,14.08,359,2.56,2.79,1010.44,0,277.5,0.0,0.0,16.09,clear-night,Clear
283,283,2019-10-12 19:00:00,0.0,30.68,31,0,15.61,39,2.0,2.0,1011.14,0,277.5,0.0,0.0,16.09,clear-night,Clear
284,284,2019-10-12 20:00:00,0.0,28.94,29,0,14.82,64,1.14,1.53,1011.42,0,277.3,0.0,0.0,16.09,clear-night,Clear
285,285,2019-10-12 21:00:00,0.0,27.78,28,0,14.72,95,1.05,2.7,1011.86,0,276.8,0.0,0.0,16.09,clear-night,Clear
286,286,2019-10-12 22:00:00,0.0,27.27,27,0,15.04,124,1.7,5.35,1012.27,0,275.7,0.01,0.01,16.09,clear-night,Clear
287,287,2019-10-12 23:00:00,0.0,26.51,26,1,15.34,136,2.44,6.94,1012.04,0,275.1,0.0,0.0,16.09,clear-night,Clear
288,288,2019-10-13 00:00:00,0.0,26.12,26,1,16.72,134,2.68,6.82,1011.69,0,275.3,0.0,0.0,16.09,clear-night,Clear
289,289,2019-10-13 01:00:00,0.0,25.42,25,1,16.97,115,2.44,6.14,1011.33,0,276.3,0.0,0.0,16.09,clear-night,Clear
290,290,2019-10-13 02:00:00,0.0,24.63,24,1,17.19,94,2.09,5.15,1011.0,0,277.4,0.0,0.0,16.09,clear-night,Clear
291,291,2019-10-13 03:00:00,0.0,23.54,23,1,17.3,96,1.95,4.75,1010.89,0,277.8,0.0,0.0,16.09,clear-night,Clear
292,292,2019-10-13 04:00:00,0.0,22.54,22,1,17.27,117,2.0,4.89,1010.87,0,277.6,0.0,0.0,16.09,clear-night,Clear
293,293,2019-10-13 05:00:00,0.0,22.52,22,1,17.08,165,2.12,5.23,1010.93,0,277.1,0.0,0.0,16.09,clear-night,Clear
294,294,2019-10-13 06:00:00,0.01,23.26,23,1,17.86,81,1.95,4.36,1011.44,0,277.1,0.0,0.0,16.09,clear-night,Clear
295,295,2019-10-13 07:00:00,0.05,23.91,24,1,18.75,24,1.66,3.4,1012.22,0,277.1,0.0,0.0,16.09,clear-day,Clear
296,296,2019-10-13 08:00:00,0.08,25.23,25,1,18.8,41,1.54,3.48,1012.78,1,277.0,0.0,0.0,16.09,clear-day,Clear
297,297,2019-10-13 09:00:00,0.09,28.06,27,1,18.39,50,1.35,3.16,1013.03,3,277.2,0.0,0.0,16.09,clear-day,Clear
298,298,2019-10-13 10:00:00,0.08,30.26,30,0,17.57,351,1.1,2.57,1013.21,5,277.5,0.0,0.0,16.09,clear-day,Clear
299,299,2019-10-13 11:00:00,0.06,32.31,32,0,16.62,305,0.94,1.83,1013.09,7,278.7,0.0,0.0,16.09,clear-day,Clear
300,300,2019-10-13 12:00:00,0.04,33.8,34,0,15.64,331,1.24,1.6,1012.61,8,279.6,0.0,0.0,16.09,clear-day,Clear
301,301,2019-10-13 13:00:00,0.02,34.82,35,0,14.18,3,2.08,2.18,1011.58,7,279.0,0.0,0.0,16.09,clear-day,Clear
302,302,2019-10-13 14:00:00,0.01,35.25,35,0,12.6,352,2.88,2.89,1010.58,6,278.5,0.0,0.0,16.09,clear-day,Clear
303,303,2019-10-13 15:00:00,0.0,35.39,35,0,11.57,336,3.23,3.23,1009.97,4,278.4,0.0,0.0,16.09,clear-day,Clear
304,304,2019-10-13 16:00:00,0.0,35.79,36,0,11.38,341,3.17,3.17,1009.41,2,278.8,0.0,0.0,16.09,clear-day,Clear
305,305,2019-10-13 17:00:00,0.0,35.35,35,0,11.5,350,2.98,2.98,1008.89,0,279.3,0.0,0.0,16.09,clear-day,Clear
306,306,2019-10-13 18:00:00,0.09,33.47,33,0,13.2,4,2.9,2.9,1009.74,0,278.6,0.0,0.0,16.09,clear-night,Clear
307,307,2019-10-13 19:00:00,0.31,31.04,31,0,14.82,20,2.82,3.54,1010.87,0,277.5,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
308,308,2019-10-13 20:00:00,0.52,29.23,29,0,14.41,33,2.68,4.68,1011.37,0,276.9,0.0,0.0,16.09,partly-cloudy-night,Mostly Cloudy
309,309,2019-10-13 21:00:00,0.58,27.94,28,0,14.35,48,2.57,5.08,1011.98,0,276.2,0.0,0.0,16.09,partly-cloudy-night,Mostly Cloudy
310,310,2019-10-13 22:00:00,0.52,27.25,27,0,14.53,63,2.45,4.68,1012.41,0,275.3,0.0,0.0,16.09,partly-cloudy-night,Mostly Cloudy
311,311,2019-10-13 23:00:00,0.42,26.38,26,0,14.44,74,2.3,3.98,1012.79,0,274.7,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
312,312,2019-10-14 00:00:00,0.32,25.77,26,0,14.28,79,2.16,3.59,1012.37,0,274.3,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
313,313,2019-10-14 01:00:00,0.21,25.15,25,1,14.46,81,2.07,3.6,1011.96,0,273.7,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
314,314,2019-10-14 02:00:00,0.11,24.54,25,1,14.67,85,1.98,3.59,1011.38,0,273.2,0.0,0.0,16.09,clear-night,Clear
315,315,2019-10-14 03:00:00,0.11,23.71,24,1,14.9,102,1.85,3.29,1011.06,0,272.6,0.0,0.0,16.09,clear-night,Clear
316,316,2019-10-14 04:00:00,0.2,22.72,23,1,15.05,134,1.71,2.67,1011.35,0,272.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
317,317,2019-10-14 05:00:00,0.31,22.75,23,1,15.57,145,1.3,2.11,1012.1,0,271.8,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
318,318,2019-10-14 06:00:00,0.48,23.61,24,1,16.15,132,1.09,2.14,1012.73,0,271.8,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
319,319,2019-10-14 07:00:00,0.73,24.33,24,1,16.47,128,1.43,2.84,1012.94,0,272.6,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
320,320,2019-10-14 08:00:00,0.94,25.67,26,1,16.75,121,1.77,3.53,1013.13,1,273.5,0.0,0.0,16.09,cloudy,Overcast
321,321,2019-10-14 09:00:00,1.0,28.06,28,1,16.52,122,1.9,3.54,1013.49,2,274.2,0.0,0.0,16.09,cloudy,Overcast
322,322,2019-10-14 10:00:00,0.94,30.12,30,0,15.87,131,1.83,2.89,1013.52,3,274.6,0.0,0.0,16.09,cloudy,Overcast
323,323,2019-10-14 11:00:00,0.8,32.49,32,0,15.37,124,1.71,2.02,1013.47,5,276.2,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
324,324,2019-10-14 12:00:00,0.61,34.01,34,0,14.76,92,1.76,1.76,1013.04,6,277.8,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
325,325,2019-10-14 13:00:00,0.34,34.94,35,0,13.62,46,2.01,2.04,1012.06,6,277.9,0.0,0.0,16.09,partly-cloudy-day,Partly Cloudy
326,326,2019-10-14 14:00:00,0.08,35.36,35,0,12.48,3,2.28,2.41,1011.04,6,277.9,0.0,0.0,16.09,clear-day,Clear
327,327,2019-10-14 15:00:00,0.0,35.56,36,0,11.69,345,2.42,2.58,1010.31,4,277.8,0.0,0.0,16.09,clear-day,Clear
328,328,2019-10-14 16:00:00,0.0,35.5,36,0,11.62,352,2.46,2.6,1009.86,2,277.5,0.0,0.0,16.09,clear-day,Clear
329,329,2019-10-14 17:00:00,0.0,34.71,35,0,11.74,7,2.49,2.65,1009.61,0,277.2,0.0,0.0,16.09,clear-day,Clear
330,330,2019-10-14 18:00:00,0.0,33.53,34,0,12.76,23,2.47,2.61,1010.19,0,276.3,0.0,0.0,16.09,clear-night,Clear
331,331,2019-10-14 19:00:00,0.0,31.71,32,0,13.74,37,2.54,2.81,1011.07,0,275.7,0.0,0.0,16.09,clear-night,Clear
332,332,2019-10-14 20:00:00,0.0,29.91,30,0,13.37,48,2.74,3.4,1011.5,0,276.0,0.0,0.0,16.09,clear-night,Clear
333,333,2019-10-14 21:00:00,0.0,28.54,29,0,13.5,62,2.9,4.36,1012.13,0,275.6,0.0,0.0,16.09,clear-night,Clear
334,334,2019-10-14 22:00:00,0.0,27.57,28,0,14.15,78,3.04,5.75,1012.36,0,274.8,0.0,0.0,16.09,clear-night,Clear
335,335,2019-10-14 23:00:00,0.0,26.69,27,0,14.78,94,3.2,7.09,1012.58,0,273.3,0.0,0.0,16.09,clear-night,Clear
336,336,2019-10-15 00:00:00,0.0,25.95,26,1,15.1,109,3.17,7.34,1012.76,0,272.3,0.0,0.0,16.09,clear-night,Clear
337,337,2019-10-15 01:00:00,0.0,25.32,25,1,15.29,126,2.84,6.27,1012.22,0,272.3,0.0,0.0,16.09,clear-night,Clear
338,338,2019-10-15 02:00:00,0.0,24.69,25,1,15.41,137,2.46,4.99,1011.59,0,272.5,0.0,0.0,16.09,clear-night,Clear
339,339,2019-10-15 03:00:00,0.0,23.8,24,1,15.46,125,2.2,4.2,1011.33,0,272.6,0.0,0.0,16.09,clear-night,Clear
340,340,2019-10-15 04:00:00,0.0,22.76,23,1,15.4,93,2.03,3.87,1011.37,0,272.5,0.0,0.0,16.09,clear-night,Clear
341,341,2019-10-15 05:00:00,0.0,22.1,22,1,15.38,52,1.9,3.66,1011.52,0,273.1,0.0,0.0,16.09,clear-night,Clear
342,342,2019-10-15 06:00:00,0.0,23.14,23,1,16.19,56,1.86,3.44,1011.96,0,273.2,0.0,0.0,16.09,clear-night,Clear
343,343,2019-10-15 07:00:00,0.0,24.61,24,1,17.17,94,1.97,3.69,1012.71,0,273.0,0.0,0.0,16.09,clear-day,Clear
344,344,2019-10-15 08:00:00,0.0,25.73,26,1,17.43,121,2.12,4.23,1013.38,1,273.4,0.0,0.0,16.09,clear-day,Clear
345,345,2019-10-15 09:00:00,0.0,28.27,28,1,17.03,155,2.1,4.19,1013.71,3,273.2,0.0,0.0,16.09,clear-day,Clear
346,346,2019-10-15 10:00:00,0.0,30.51,31,0,15.98,198,1.93,3.61,1013.8,5,272.4,0.0,0.0,16.09,clear-day,Clear
347,347,2019-10-15 11:00:00,0.0,33.25,33,0,14.79,225,1.77,2.99,1013.92,7,273.0,0.0,0.0,16.09,clear-day,Clear
348,348,2019-10-15 12:00:00,0.0,35.01,35,0,13.41,185,1.75,2.41,1013.55,8,274.2,0.0,0.0,16.09,clear-day,Clear
349,349,2019-10-15 13:00:00,0.0,35.85,36,0,11.56,94,1.85,1.98,1012.57,7,274.0,0.0,0.0,16.09,clear-day,Clear
350,350,2019-10-15 14:00:00,0.0,35.75,36,0,9.88,6,1.96,1.96,1011.71,6,274.0,0.0,0.0,16.09,clear-day,Clear
351,351,2019-10-15 15:00:00,0.0,35.43,35,0,8.79,321,2.02,2.02,1011.17,4,274.1,0.0,0.0,16.09,clear-day,Clear
352,352,2019-10-15 16:00:00,0.0,35.66,36,0,8.36,333,2.06,2.14,1010.98,2,274.5,0.0,0.0,16.09,clear-day,Clear
353,353,2019-10-15 17:00:00,0.0,35.19,35,0,8.2,1,2.07,2.35,1011.13,0,274.7,0.0,0.0,16.09,clear-day,Clear
